CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
736216184,09/30/2016,23:25:00,09/30/2016,23:25:00,09/30/2016,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BRONX,42,,TRANSIT - NYC SUBWAY,,,1015308,244373,40.837376359,-73.887760929,"(40.837376359, -73.887760929)"
294332956,09/30/2016,23:16:00,09/30/2016,23:21:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,OPPOSITE OF,STREET,,,997932,180172,40.661204871,-73.950686652,"(40.661204871, -73.950686652)"
852981427,09/30/2016,23:00:00,09/30/2016,23:05:00,09/30/2016,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025580,236918,40.816872438,-73.850684927,"(40.816872438, -73.850684927)"
369976063,09/30/2016,23:00:00,,,09/30/2016,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,,STREET,,,1038464,192970,40.696177006,-73.804492266,"(40.696177006, -73.804492266)"
117213771,09/30/2016,23:00:00,09/30/2016,23:10:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,STREET,,,1016301,209428,40.741458245,-73.884339073,"(40.741458245, -73.884339073)"
535504374,09/30/2016,22:55:00,09/30/2016,23:15:00,09/30/2016,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1016123,180753,40.662752793,-73.885117129,"(40.662752793, -73.885117129)"
457718282,09/30/2016,22:51:00,,,09/30/2016,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,FRONT OF,STREET,,,1021316,253601,40.862681292,-73.86599763,"(40.862681292, -73.86599763)"
169644942,09/30/2016,22:48:00,09/30/2016,22:50:00,09/30/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,,STREET,,,1001446,234215,40.809533401,-73.937882826,"(40.809533401, -73.937882826)"
814258815,09/30/2016,22:45:00,,,09/30/2016,117,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,STREET,,,1000481,243059,40.833809505,-73.941347389,"(40.833809505, -73.941347389)"
589253624,09/30/2016,22:45:00,09/30/2016,22:50:00,09/30/2016,117,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021576,240437,40.826548914,-73.865130932,"(40.826548914, -73.865130932)"
585217984,09/30/2016,22:45:00,09/30/2016,23:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE-HOUSE,,,983959,166877,40.624723511,-74.001049736,"(40.624723511, -74.001049736)"
443296108,09/30/2016,22:45:00,09/30/2016,22:50:00,09/30/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE-HOUSE,,,1017798,213038,40.75136123,-73.878918851,"(40.75136123, -73.878918851)"
940176697,09/30/2016,22:40:00,09/30/2016,23:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,,,988950,216678,40.761414491,-73.983035492,"(40.761414491, -73.983035492)"
354224763,09/30/2016,22:30:00,09/30/2016,22:40:00,09/30/2016,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,GOMPERS,989183,201182,40.718881687,-73.982205776,"(40.718881687, -73.982205776)"
697742965,09/30/2016,22:30:00,09/30/2016,23:00:00,09/30/2016,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,7,FRONT OF,RESIDENCE - APT. HOUSE,,,988980,201021,40.718439892,-73.982938206,"(40.718439892, -73.982938206)"
345982550,09/30/2016,22:30:00,09/30/2016,22:50:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,985512,168211,40.628384977,-73.995454982,"(40.628384977, -73.995454982)"
696129315,09/30/2016,22:30:00,09/30/2016,22:50:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,RESIDENCE-HOUSE,,,942367,146703,40.569251021,-74.150754915,"(40.569251021, -74.150754915)"
190626246,09/30/2016,22:20:00,,,09/30/2016,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,FRONT OF,RESIDENCE - PUBLIC HOUSING,,TILDEN,1009905,180751,40.662767503,-73.907529526,"(40.662767503, -73.907529526)"
666595202,09/30/2016,22:20:00,,,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BRONX,44,,TRANSIT - NYC SUBWAY,,,1004749,240880,40.827819901,-73.925930756,"(40.827819901, -73.925930756)"
707720104,09/30/2016,22:20:00,09/30/2016,22:25:00,09/30/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,OTHER,MANHATTAN,25,INSIDE,OTHER,,,1004138,226326,40.787874599,-73.928181646,"(40.787874599, -73.928181646)"
673262595,09/30/2016,22:15:00,09/30/2016,22:30:00,09/30/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,,,1046693,191875,40.693117259,-73.774826717,"(40.693117259, -73.774826717)"
296821931,09/30/2016,22:15:00,,,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,78,,STREET,,,988608,183956,40.671600609,-73.984291215,"(40.671600609, -73.984291215)"
421464737,09/30/2016,22:15:00,09/30/2016,22:18:00,09/30/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,GROCERY/BODEGA,,,1003090,184597,40.673341037,-73.932083027,"(40.673341037, -73.932083027)"
807302243,09/30/2016,22:15:00,09/30/2016,22:15:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE-HOUSE,,,1036101,224982,40.78405596,-73.812767058,"(40.78405596, -73.812767058)"
457113532,09/30/2016,22:10:00,09/30/2016,22:24:00,09/30/2016,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,,STREET,,,986509,153677,40.588491921,-73.991868066,"(40.588491921, -73.991868066)"
496892923,09/30/2016,22:10:00,09/30/2016,22:15:00,09/30/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BAR/NIGHT CLUB,,,996773,223149,40.779168082,-73.954784146,"(40.779168082, -73.954784146)"
199157403,09/30/2016,22:07:00,09/30/2016,22:12:00,09/30/2016,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1012047,241054,40.828277529,-73.899559601,"(40.828277529, -73.899559601)"
690618255,09/30/2016,22:07:00,09/30/2016,22:11:00,09/30/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,DEPARTMENT STORE,,,996981,238664,40.821752222,-73.954003697,"(40.821752222, -73.954003697)"
410610930,09/30/2016,22:07:00,,,09/30/2016,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1009514,252102,40.858608652,-73.908670731,"(40.858608652, -73.908670731)"
612042771,09/30/2016,22:04:00,,,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE-HOUSE,,,1013472,211812,40.748011524,-73.894537711,"(40.748011524, -73.894537711)"
901536405,09/30/2016,22:00:00,09/30/2016,22:38:00,09/30/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,CHAIN STORE,,,1009690,257590,40.873671035,-73.908013649,"(40.873671035, -73.908013649)"
959831330,09/30/2016,22:00:00,09/30/2016,22:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,FRONT OF,RESIDENCE - PUBLIC HOUSING,,TILDEN,1009905,180751,40.662767503,-73.907529526,"(40.662767503, -73.907529526)"
616421797,09/30/2016,22:00:00,09/30/2016,22:09:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,RESIDENCE - APT. HOUSE,,,997393,197714,40.709354468,-73.952595184,"(40.709354468, -73.952595184)"
183004160,09/30/2016,22:00:00,09/30/2016,23:01:00,09/30/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,103,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1042115,191592,40.692371607,-73.791337737,"(40.692371607, -73.791337737)"
284674283,09/30/2016,22:00:00,09/30/2016,22:02:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1010463,254335,40.864734795,-73.905231314,"(40.864734795, -73.905231314)"
780938094,09/30/2016,22:00:00,,,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1015198,254840,40.866105536,-73.888110141,"(40.866105536, -73.888110141)"
143313743,09/30/2016,22:00:00,09/30/2016,22:15:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1028273,259127,40.877816498,-73.8408099,"(40.877816498, -73.8408099)"
562408550,09/30/2016,22:00:00,09/30/2016,22:10:00,09/30/2016,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,,,,,,,
299935529,09/30/2016,22:00:00,09/30/2016,22:10:00,09/30/2016,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,TOMPKINS,999105,192881,40.696086309,-73.946430731,"(40.696086309, -73.946430731)"
883263233,09/30/2016,21:55:00,09/30/2016,22:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,121,INSIDE,RESIDENCE - PUBLIC HOUSING,,MARINER'S HARBOR,938947,168933,40.630250957,-74.163213908,"(40.630250957, -74.163213908)"
343875111,09/30/2016,21:50:00,09/30/2016,22:00:00,09/30/2016,359,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,961194,163266,40.61478207,-74.083045677,"(40.61478207, -74.083045677)"
627966492,09/30/2016,21:50:00,09/30/2016,22:20:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1005386,235950,40.814286944,-73.92364456,"(40.814286944, -73.92364456)"
512246621,09/30/2016,21:45:00,09/30/2016,22:03:00,09/30/2016,117,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,,STREET,,,998911,236510,40.815837106,-73.947035216,"(40.815837106, -73.947035216)"
261768866,09/30/2016,21:45:00,,,09/30/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1019745,184405,40.672762932,-73.872042637,"(40.672762932, -73.872042637)"
996261860,09/30/2016,21:40:00,09/30/2016,21:45:00,09/30/2016,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,114,INSIDE,RESIDENCE - PUBLIC HOUSING,,ASTORIA,1001899,221194,40.773793373,-73.936280628,"(40.773793373, -73.936280628)"
268415239,09/30/2016,21:40:00,09/30/2016,21:45:00,09/30/2016,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,997784,172132,40.639137043,-73.951236227,"(40.639137043, -73.951236227)"
944330463,09/30/2016,21:35:00,09/30/2016,21:43:00,09/30/2016,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,,STREET,,,989092,191411,40.692062641,-73.982541079,"(40.692062641, -73.982541079)"
926168960,09/30/2016,21:33:00,09/30/2016,21:35:00,09/30/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,81,INSIDE,RESIDENCE - PUBLIC HOUSING,,ROOSEVELT I,1001727,191635,40.692661539,-73.936978402,"(40.692661539, -73.936978402)"
459413977,09/30/2016,21:30:00,09/30/2016,21:33:00,09/30/2016,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,986160,216285,40.760336849,-73.993106885,"(40.760336849, -73.993106885)"
866789061,09/30/2016,21:30:00,09/30/2016,21:35:00,09/30/2016,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1021092,215278,40.757496344,-73.867017777,"(40.757496344, -73.867017777)"
274650357,09/30/2016,21:30:00,09/30/2016,21:31:00,09/30/2016,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,999809,172040,40.638881198,-73.943940035,"(40.638881198, -73.943940035)"
883275988,09/30/2016,21:30:00,09/30/2016,21:40:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,RESIDENCE-HOUSE,,,1021245,215986,40.759438982,-73.866461618,"(40.759438982, -73.866461618)"
676845596,09/30/2016,21:30:00,09/30/2016,21:35:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,RESIDENCE-HOUSE,,,1050341,189860,40.687560076,-73.761691552,"(40.687560076, -73.761691552)"
138515456,09/30/2016,21:30:00,09/30/2016,22:00:00,09/30/2016,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,,STREET,,,994454,219487,40.769119832,-73.963163012,"(40.769119832, -73.963163012)"
618284021,09/30/2016,21:30:00,09/30/2016,21:40:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,INSIDE,GROCERY/BODEGA,,,1022681,254648,40.86554915,-73.861056782,"(40.86554915, -73.861056782)"
381981367,09/30/2016,21:25:00,09/30/2016,21:30:00,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1062212,207577,40.736092182,-73.718682399,"(40.736092182, -73.718682399)"
413891458,09/30/2016,21:20:00,09/30/2016,21:28:00,09/30/2016,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,9,REAR OF,RESIDENCE - PUBLIC HOUSING,,,991222,202091,40.721375302,-73.974849193,"(40.721375302, -73.974849193)"
784310695,09/30/2016,21:20:00,,,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001374,238163,40.820369696,-73.938132846,"(40.820369696, -73.938132846)"
770073374,09/30/2016,21:20:00,09/30/2016,21:38:00,09/30/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,RESIDENCE - APT. HOUSE,,,1006807,175875,40.649392388,-73.918712383,"(40.649392388, -73.918712383)"
594134103,09/30/2016,21:20:00,09/30/2016,21:25:00,09/30/2016,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1000531,229408,40.796341237,-73.941199816,"(40.796341237, -73.941199816)"
896154494,09/30/2016,21:15:00,09/30/2016,21:25:00,09/30/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BRONX,41,,TRANSIT - NYC SUBWAY,,,1010774,235171,40.812134274,-73.904182714,"(40.812134274, -73.904182714)"
586777836,09/30/2016,21:10:00,,,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1013947,254987,40.866513303,-73.892632428,"(40.866513303, -73.892632428)"
505633318,09/30/2016,15:36:00,,,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1011632,238408,40.82101631,-73.90106996,"(40.82101631, -73.90106996)"
982347137,09/30/2016,21:08:00,09/30/2016,22:10:00,09/30/2016,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001220,239781,40.824810945,-73.938685153,"(40.824810945, -73.938685153)"
842275734,09/30/2016,21:00:00,09/30/2016,21:09:00,09/30/2016,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,,,995104,161573,40.610158488,-73.960909681,"(40.610158488, -73.960909681)"
909278538,09/30/2016,21:00:00,09/30/2016,21:05:00,09/30/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE - APT. HOUSE,,,1042047,198473,40.711258734,-73.791523895,"(40.711258734, -73.791523895)"
718667775,09/30/2016,21:00:00,09/30/2016,22:17:00,09/30/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,GROCERY/BODEGA,,,942825,166367,40.623226819,-74.149226973,"(40.623226819, -74.149226973)"
646314682,09/30/2016,21:00:00,09/30/2016,23:20:00,09/30/2016,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,998625,230177,40.79845524,-73.948082015,"(40.79845524, -73.948082015)"
969286851,09/30/2016,21:00:00,09/30/2016,21:10:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BROOKLYN,78,,TRANSIT - NYC SUBWAY,,,991724,186291,40.678007577,-73.973055705,"(40.678007577, -73.973055705)"
240733454,09/30/2016,21:00:00,09/30/2016,21:05:00,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE - APT. HOUSE,,,1016558,209467,40.741564355,-73.883411451,"(40.741564355, -73.883411451)"
102230053,09/30/2016,21:00:00,,,09/30/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,1,,BUS (NYC TRANSIT),,,980782,196771,40.706775236,-74.012509895,"(40.706775236, -74.012509895)"
622084201,09/30/2016,21:00:00,09/30/2016,21:15:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE-HOUSE,,,993787,151295,40.581948961,-73.965667494,"(40.581948961, -73.965667494)"
700595547,09/30/2016,21:00:00,09/30/2016,21:30:00,09/30/2016,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1005425,254690,40.865722684,-73.923444502,"(40.865722684, -73.923444502)"
466703284,09/30/2016,20:50:00,,,09/30/2016,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,COMMERCIAL BUILDING,,,1005747,253516,40.862499631,-73.922284097,"(40.862499631, -73.922284097)"
320756727,09/30/2016,20:48:00,09/30/2016,20:48:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,989183,201182,40.718881687,-73.982205776,"(40.718881687, -73.982205776)"
866474663,09/30/2016,20:45:00,09/30/2016,21:00:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,24,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,992587,227883,40.79216659,-73.96989283,"(40.79216659, -73.96989283)"
964987153,09/30/2016,20:30:00,09/30/2016,20:38:00,09/30/2016,117,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,,STREET,,,1025934,252167,40.858724801,-73.849311234,"(40.858724801, -73.849311234)"
873274043,09/30/2016,20:30:00,09/30/2016,20:44:00,09/30/2016,348,VEHICLE AND TRAFFIC LAWS,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,,PELHAM PARKWAY,1021823,252489,40.859627046,-73.864170921,"(40.859627046, -73.864170921)"
318361755,09/30/2016,20:30:00,09/30/2016,20:45:00,09/30/2016,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003030,248137,40.84774208,-73.932121836,"(40.84774208, -73.932121836)"
449521511,09/30/2016,20:30:00,09/30/2016,20:54:00,09/30/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,88,INSIDE,RESIDENCE - PUBLIC HOUSING,,WHITMAN,991704,192337,40.694602482,-73.973121123,"(40.694602482, -73.973121123)"
996041745,09/30/2016,20:30:00,09/30/2016,20:35:00,09/30/2016,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,,,988047,162475,40.612640125,-73.98632566,"(40.612640125, -73.98632566)"
